cidade,nome_estado,long,lat,alt,geometry,estado
afranio,pernambuco,-41.0057973410949,-8.51109128375517,515.842902,POINT (-41.005797341094855 -8.511091283755167),pe
agrestina,pernambuco,-35.94677683746,-8.455973,437.15488,POINT (-35.94677683745999 -8.455973),pe
agua preta,pernambuco,-35.5185573511919,-8.70912255231174,92.734663,POINT (-35.51855735119189 -8.709122552311738),pe
aguas belas,pernambuco,-37.1219571685606,-9.1145895,373.322929,POINT (-37.12195716856059 -9.114589500000001),pe
alagoinha,pernambuco,-36.7754560083166,-8.46627052298468,731.315275,POINT (-36.7754560083166 -8.466270522984676),pe
alianca,pernambuco,-35.228501497065,-7.60472980846341,112.188515,POINT (-35.22850149706501 -7.6047298084634045),pe
altinho,pernambuco,-36.0596997585832,-8.4895925,456.245763,POINT (-36.05969975858322 -8.4895925),pe
amaraji,pernambuco,-35.4507729209957,-8.378487,291.623086,POINT (-35.45077292099573 -8.378487),pe
angelim,pernambuco,-36.2848143554983,-8.89037420790994,639.927141,POINT (-36.28481435549831 -8.890374207909943),pe
aracoiaba,pernambuco,-35.0939665275382,-7.78564187251451,161.850551,POINT (-35.09396652753814 -7.785641872514505),pe
araripina,pernambuco,-40.5024605749941,-7.5781415,639.781117,POINT (-40.50246057499409 -7.578141499999999),pe
arcoverde,pernambuco,-37.0565055646245,-8.4239405,671.583329,POINT (-37.056505564624516 -8.4239405),pe
barra de guabiraba,pernambuco,-35.6628188858245,-8.42093503757972,486.855195,POINT (-35.662818885824464 -8.420935037579719),pe
barreiros,pernambuco,-35.1990859873173,-8.81413799010685,22.089717,POINT (-35.19908598731733 -8.814137990106843),pe
belem de maria,pernambuco,-35.8399240901317,-8.6212019106173,273.53491,POINT (-35.839924090131646 -8.621201910617295),pe
belem do sao francisco,pernambuco,-38.9615995649726,-8.75146278008585,316.349739,POINT (-38.96159956497256 -8.75146278008585),pe
belo jardim,pernambuco,-36.420035083018,-8.3352954393583,616.704941,POINT (-36.42003508301797 -8.335295439358294),pe
betania,pernambuco,-38.0387381366471,-8.26984078962668,460.100142,POINT (-38.03873813664709 -8.269840789626672),pe
bezerros,pernambuco,-35.754487945878,-8.2353595,473.170309,POINT (-35.75448794587796 -8.2353595),pe
bodoco,pernambuco,-39.9361631850394,-7.77934262699137,446.964454,POINT (-39.93616318503942 -7.779342626991364),pe
bom conselho,pernambuco,-36.679314385707,-9.16338298488547,633.162777,POINT (-36.679314385707016 -9.163382984885466),pe
bom jardim,pernambuco,-35.5871395022878,-7.79951218074002,314.187503,POINT (-35.5871395022878 -7.799512180740023),pe
bonito,pernambuco,-35.7285279259275,-8.4722605,431.08504,POINT (-35.72852792592751 -8.4722605),pe
brejao,pernambuco,-36.5646966592673,-9.02724915072048,759.733131,POINT (-36.56469665926725 -9.027249150720479),pe
brejinho,pernambuco,-37.2873345539798,-7.3456712759663,748.448837,POINT (-37.28733455397975 -7.345671275966299),pe
brejo da madre de deus,pernambuco,-36.3703914413319,-8.1489565,636.535472,POINT (-36.37039144133192 -8.1489565),pe
buenos aires,pernambuco,-35.3295704142006,-7.72437221003539,135.813128,POINT (-35.32957041420063 -7.724372210035389),pe
buique,pernambuco,-37.156988114845,-8.62205904068232,809.500715,POINT (-37.156988114844985 -8.622059040682315),pe
cabo de santo agostinho,pernambuco,-35.0384889718131,-8.28986423029788,29.241114,POINT (-35.038488971813095 -8.289864230297878),pe
cabrobo,pernambuco,-39.3098413379707,-8.51510548326908,326.644505,POINT (-39.3098413379707 -8.515105483269082),pe
cachoeirinha,pernambuco,-36.2359914117891,-8.48683107303865,536.16776,POINT (-36.235991411789065 -8.486831073038651),pe
caetes,pernambuco,-36.6248040076124,-8.77559484478882,848.556745,POINT (-36.62480400761237 -8.77559484478882),pe
calcado,pernambuco,-36.3332880795364,-8.73837794373232,679.835563,POINT (-36.33328807953636 -8.738377943732319),pe
calumbi,pernambuco,-38.1537459242791,-7.93842732667504,456.79917,POINT (-38.15374592427907 -7.938427326675034),pe
camaragibe,pernambuco,-34.9957213563856,-8.0205217674976,43.1197,POINT (-34.99572135638557 -8.020521767497598),pe
camocim de sao felix,pernambuco,-35.7651947265538,-8.36213804006225,694.036131,POINT (-35.76519472655377 -8.362138040062248),pe
camutanga,pernambuco,-35.2827906438477,-7.40708241993907,102.147598,POINT (-35.28279064384772 -7.407082419939065),pe
canhotinho,pernambuco,-36.193574878074,-8.88387056215619,544.361787,POINT (-36.19357487807396 -8.883870562156185),pe
capoeiras,pernambuco,-36.6237980172928,-8.73614267974256,891.107638,POINT (-36.62379801729284 -8.73614267974256),pe
carnaiba,pernambuco,-37.793398902551,-7.80305821890566,496.950103,POINT (-37.79339890255096 -7.80305821890566),pe
carnaubeira da penha,pernambuco,-38.7434219469465,-8.32060796467651,457.619499,POINT (-38.7434219469465 -8.320607964676505),pe
carpina,pernambuco,-35.2580606059131,-7.84688671641732,187.648942,POINT (-35.25806060591306 -7.8468867164173135),pe
caruaru,pernambuco,-35.9670733600535,-8.285898,533.54197,POINT (-35.96707336005352 -8.285898),pe
casinhas,pernambuco,-35.7253231033555,-7.74320656791998,412.704816,POINT (-35.725323103355535 -7.743206567919979),pe
catende,pernambuco,-35.7216666573487,-8.6703075,160.149452,POINT (-35.72166665734872 -8.6703075),pe
cedro,pernambuco,-39.2371382153378,-7.71746923330341,549.083598,POINT (-39.237138215337815 -7.71746923330341),pe
cha de alegria,pernambuco,-35.213726736211,-7.99790078017443,164.463989,POINT (-35.21372673621096 -7.997900780174429),pe
cha grande,pernambuco,-35.4647408125141,-8.24011277651399,459.738425,POINT (-35.464740812514044 -8.240112776513984),pe
condado,pernambuco,-35.1041184906515,-7.589382255,108.067624,POINT (-35.10411849065149 -7.589382255),pe
correntes,pernambuco,-36.3297018953137,-9.12866550151905,398.861075,POINT (-36.32970189531367 -9.128665501519045),pe
cortes,pernambuco,-35.5415869000023,-8.4751512172918,318.089456,POINT (-35.54158690000227 -8.475151217291799),pe
cumaru,pernambuco,-35.6946989631154,-8.01503244286428,373.059112,POINT (-35.69469896311544 -8.01503244286428),pe
cupira,pernambuco,-35.9502573664167,-8.61128266016395,412.372345,POINT (-35.95025736641672 -8.611282660163944),pe
custodia,pernambuco,-37.6410965906668,-8.089002,547.986904,POINT (-37.64109659066679 -8.089001999999999),pe
dormentes,pernambuco,-40.7707358130966,-8.44865698651541,483.722779,POINT (-40.770735813096564 -8.44865698651541),pe
escada,pernambuco,-35.2361574244476,-8.36252199,109.117342,POINT (-35.236157424447555 -8.362521990000001),pe
exu,pernambuco,-39.7227283392676,-7.516307,527.43128,POINT (-39.72272833926762 -7.516306999999999),pe
feira nova,pernambuco,-35.390597986464,-7.94872774216478,154.895371,POINT (-35.39059798646398 -7.948727742164774),pe
fernando de noronha,pernambuco,-32.4351863280529,-3.85202140078181,0.0,POINT (-32.435186328052936 -3.85202140078181),pe
ferreiros,pernambuco,-35.2440702124351,-7.44549420525894,92.744442,POINT (-35.244070212435105 -7.44549420525894),pe
flores,pernambuco,-37.9714561137782,-7.86171447493079,493.576688,POINT (-37.97145611377822 -7.861714474930789),pe
floresta,pernambuco,-38.5712393419872,-8.6008265,322.007648,POINT (-38.57123934198718 -8.6008265),pe
frei miguelinho,pernambuco,-35.9231276419375,-7.94445824740133,392.865253,POINT (-35.92312764193754 -7.944458247401324),pe
gameleira,pernambuco,-35.3866107834559,-8.58383577054338,97.768769,POINT (-35.3866107834559 -8.583835770543374),pe
garanhuns,pernambuco,-36.4930502821005,-8.88890553,869.211553,POINT (-36.493050282100455 -8.888905529999999),pe
gloria do goita,pernambuco,-35.2923223922623,-7.99960847212724,148.756325,POINT (-35.292322392262264 -7.999608472127238),pe
goiana,pernambuco,-34.9983762971528,-7.55923185486717,17.995881,POINT (-34.99837629715275 -7.559231854867164),pe
granito,pernambuco,-39.6192863432021,-7.70925328234973,444.796225,POINT (-39.619286343202106 -7.70925328234973),pe
gravata,pernambuco,-35.5714923938373,-8.2059995,466.64996,POINT (-35.57149239383732 -8.205999499999999),pe
iati,pernambuco,-36.8472759684337,-9.04570925087953,488.358887,POINT (-36.84727596843366 -9.04570925087953),pe
ibimirim,pernambuco,-37.6900466896833,-8.53876220824973,407.373302,POINT (-37.69004668968327 -8.538762208249725),pe
ibirajuba,pernambuco,-36.1804630923865,-8.58053493560591,608.577705,POINT (-36.180463092386454 -8.580534935605904),pe
igarassu,pernambuco,-34.9105833875875,-7.82837199,11.415628,POINT (-34.91058338758749 -7.82837199),pe
iguaraci,pernambuco,-37.5188211184962,-7.84477430130535,572.585923,POINT (-37.51882111849617 -7.844774301305349),
inaja,pernambuco,-37.8244851112304,-8.90204607887599,363.544153,POINT (-37.82448511123039 -8.902046078875983),pe
ingazeira,pernambuco,-37.4576704743563,-7.6777971945153,542.258266,POINT (-37.45767047435626 -7.6777971945152945),pe
ipojuca,pernambuco,-35.0634719379371,-8.3969865,49.973949,POINT (-35.06347193793707 -8.3969865),pe
ipubi,pernambuco,-40.1502087501672,-7.6497045,540.235342,POINT (-40.150208750167195 -7.6497044999999995),pe
itacuruba,pernambuco,-38.6863416893124,-8.72451506478971,314.634682,POINT (-38.68634168931235 -8.72451506478971),pe
itaiba,pernambuco,-37.4189484589274,-8.9400544003599,474.589867,POINT (-37.418948458927375 -8.9400544003599),pe
ilha de itamaraca,pernambuco,-34.823950567034,-7.74657331766388,6.59428,POINT (-34.823950567034004 -7.74657331766388),pe
itambe,pernambuco,-35.1106273574317,-7.40926386,184.564793,POINT (-35.11062735743171 -7.409263859999999),pe
itapetim,pernambuco,-37.1884393109605,-7.37842852842199,639.509321,POINT (-37.18843931096046 -7.378428528421985),pe
itapissuma,pernambuco,-34.8892710487235,-7.77403476474654,6.0,POINT (-34.88927104872346 -7.774034764746535),pe
itaquitinga,pernambuco,-35.1026145695038,-7.6663936085023,64.566004,POINT (-35.10261456950376 -7.666393608502294),pe
jaboatao dos guararapes,pernambuco,-34.9211734672603,-8.16539146735745,6.468261,POINT (-34.92117346726027 -8.165391467357448),pe
jaqueira,pernambuco,-35.7973952137599,-8.72796987804595,229.632831,POINT (-35.797395213759934 -8.727969878045949),pe
jatauba,pernambuco,-36.4988285484163,-7.98725777724561,519.430972,POINT (-36.498828548416284 -7.98725777724561),pe
jatoba,pernambuco,-38.2750376623843,-9.18506999252143,276.858802,POINT (-38.27503766238428 -9.185069992521429),pe
joao alfredo,pernambuco,-35.5915023689903,-7.86018872703986,325.317687,POINT (-35.59150236899032 -7.86018872703986),pe
joaquim nabuco,pernambuco,-35.5292418261614,-8.62689829945635,149.418735,POINT (-35.529241826161424 -8.626898299456345),pe
jucati,pernambuco,-36.4903865236772,-8.70702896437458,823.218627,POINT (-36.49038652367719 -8.70702896437458),pe
jupi,pernambuco,-36.4117337384655,-8.70609685279339,748.868307,POINT (-36.41173373846546 -8.706096852793385),pe
jurema,pernambuco,-36.1359544906229,-8.7196671740285,737.896264,POINT (-36.135954490622844 -8.7196671740285),pe
lagoa do carro,pernambuco,-35.3126019234256,-7.84423249520262,122.052623,POINT (-35.31260192342559 -7.8442324952026175),pe
lagoa de itaenga,pernambuco,-35.2928036525271,-7.93237817854015,179.346828,POINT (-35.29280365252707 -7.932378178540144),pe
lagoa do ouro,pernambuco,-36.4643169318296,-9.12417183792505,658.379627,POINT (-36.464316931829615 -9.124171837925044),pe
lagoa dos gatos,pernambuco,-35.9071210443245,-8.64925486457646,465.396951,POINT (-35.90712104432453 -8.649254864576458),pe
lagoa grande,pernambuco,-40.2707251264837,-8.995051485,363.0,POINT (-40.270725126483704 -8.995051485000001),pe
lajedo,pernambuco,-36.3214966175308,-8.66285686583942,665.60329,POINT (-36.32149661753078 -8.66285686583942),pe
limoeiro,pernambuco,-35.4552610509597,-7.880198,136.961568,POINT (-35.45526105095972 -7.880198),pe
macaparana,pernambuco,-35.4498749786749,-7.55568069874715,316.523924,POINT (-35.44987497867492 -7.555680698747143),pe
machados,pernambuco,-35.5141405623355,-7.68857248562588,368.768607,POINT (-35.51414056233553 -7.688572485625879),pe
manari,pernambuco,-37.626822945483,-8.96010814463401,559.647272,POINT (-37.62682294548302 -8.960108144634004),pe
maraial,pernambuco,-35.8141175724592,-8.78307760133499,236.389249,POINT (-35.81411757245923 -8.783077601334984),pe
mirandiba,pernambuco,-38.7345645822767,-8.12024380215452,460.083785,POINT (-38.73456458227669 -8.120243802154517),pe
moreno,pernambuco,-35.0948690998839,-8.11869453,88.636338,POINT (-35.09486909988385 -8.118694529999999),pe
nazare da mata,pernambuco,-35.2213386961744,-7.737688,88.007934,POINT (-35.22133869617437 -7.7376879999999995),pe
olinda,pernambuco,-34.8613103898235,-7.99266007532292,19.968766,POINT (-34.8613103898235 -7.99266007532292),pe
orobo,pernambuco,-35.6029820966855,-7.73789513366546,417.215457,POINT (-35.6029820966855 -7.73789513366546),pe
oroco,pernambuco,-39.5952457761053,-8.61794564613774,350.319366,POINT (-39.59524577610526 -8.617945646137736),pe
ouricuri,pernambuco,-40.0814625767368,-7.883151975,451.138333,POINT (-40.081462576736804 -7.883151975),pe
palmares,pernambuco,-35.5883359937581,-8.6790825,121.974267,POINT (-35.58833599375806 -8.6790825),pe
palmeirina,pernambuco,-36.3273109987233,-9.00168328514325,537.82593,POINT (-36.32731099872326 -9.001683285143244),pe
panelas,pernambuco,-36.0015757987346,-8.66724228497482,572.222995,POINT (-36.00157579873462 -8.667242284974815),pe
paranatama,pernambuco,-36.6584292680601,-8.92014533800006,869.379418,POINT (-36.65842926806013 -8.920145338000054),pe
parnamirim,pernambuco,-39.5757868229726,-8.09013832716909,401.907934,POINT (-39.57578682297255 -8.09013832716909),pe
passira,pernambuco,-35.5816849952227,-7.97888394183413,181.766513,POINT (-35.581684995222645 -7.978883941834125),pe
paudalho,pernambuco,-35.1791510623855,-7.897135005,91.124368,POINT (-35.17915106238545 -7.897135004999999),pe
paulista,pernambuco,-34.8847916197368,-7.943188,19.576822,POINT (-34.88479161973683 -7.943187999999999),pe
pedra,pernambuco,-36.9427981488871,-8.4984765,610.628665,POINT (-36.94279814888706 -8.498476499999999),pe
pesqueira,pernambuco,-36.6955147218979,-8.35545610783497,650.739407,POINT (-36.695514721897936 -8.355456107834964),pe
petrolandia,pernambuco,-38.2207335453001,-8.97734346438332,325.738182,POINT (-38.22073354530009 -8.977343464383319),pe
petrolina,pernambuco,-40.4999993346523,-9.397375515,385.999074,POINT (-40.499999334652244 -9.397375515),pe
pocao,pernambuco,-36.7058798977192,-8.18622700894123,1017.418481,POINT (-36.70587989771915 -8.186227008941232),pe
pombos,pernambuco,-35.3961953582275,-8.14435986002866,194.37813,POINT (-35.39619535822749 -8.144359860028654),pe
primavera,pernambuco,-35.3539433948819,-8.33137608611828,160.73088,POINT (-35.3539433948819 -8.331376086118274),pe
quipapa,pernambuco,-36.0119895299569,-8.82788502205398,458.180814,POINT (-36.01198952995688 -8.82788502205398),pe
quixaba,pernambuco,-37.8464456195457,-7.71812641014089,568.175887,POINT (-37.84644561954567 -7.718126410140884),pe
recife,pernambuco,-34.8889419445777,-8.06276248305241,10.330669,POINT (-34.88894194457771 -8.062762483052406),pe
riacho das almas,pernambuco,-35.8608749474581,-8.12703278058798,388.420703,POINT (-35.86087494745807 -8.127032780587975),pe
ribeirao,pernambuco,-35.3761308237039,-8.51111604,99.258352,POINT (-35.376130823703846 -8.511116040000001),pe
rio formoso,pernambuco,-35.155432817216,-8.66217108532585,11.406514,POINT (-35.15543281721604 -8.662171085325845),pe
saire,pernambuco,-35.7102477662867,-8.32761353933924,664.471891,POINT (-35.71024776628665 -8.32761353933924),pe
salgadinho,pernambuco,-35.6380612404985,-7.93948374141724,209.984792,POINT (-35.6380612404985 -7.939483741417239),pe
salgueiro,pernambuco,-39.120850981104,-8.07067752213416,424.268107,POINT (-39.12085098110396 -8.070677522134158),pe
saloa,pernambuco,-36.6927291741698,-8.97599548086788,767.50219,POINT (-36.69272917416978 -8.975995480867875),pe
sanharo,pernambuco,-36.5625071953832,-8.36296196892339,657.86496,POINT (-36.56250719538324 -8.362961968923385),pe
santa cruz,pernambuco,-40.3376876555693,-8.23796111841333,501.855849,POINT (-40.337687655569326 -8.237961118413324),pe
santa cruz da baixa verde,pernambuco,-38.1531381817594,-7.82146968232143,852.592851,POINT (-38.15313818175943 -7.821469682321431),pe
santa cruz do capibaribe,pernambuco,-36.2039500171458,-7.9551895,446.08443,POINT (-36.20395001714574 -7.9551894999999995),pe
santa filomena,pernambuco,-40.615775185024,-8.16051116726482,637.628155,POINT (-40.61577518502399 -8.160511167264819),pe
santa maria da boa vista,pernambuco,-39.8242357254967,-8.8041265,358.182724,POINT (-39.824235725496706 -8.804126499999999),pe
santa maria do cambuca,pernambuco,-35.8852433390024,-7.83181342623099,506.137728,POINT (-35.88524333900236 -7.831813426230985),pe
santa terezinha,pernambuco,-37.4800327232567,-7.37035573926697,850.181946,POINT (-37.48003272325674 -7.3703557392669685),pe
sao benedito do sul,pernambuco,-35.9311226193514,-8.81043823419499,426.95972,POINT (-35.93112261935144 -8.810438234194985),pe
sao bento do una,pernambuco,-36.4462983615963,-8.51986752058347,617.382027,POINT (-36.44629836159629 -8.51986752058347),pe
sao caitano,pernambuco,-36.1373597958186,-8.3273605,555.245421,POINT (-36.137359795818554 -8.327360500000001),pe
sao joao,pernambuco,-36.3682530765329,-8.87755937542735,709.06136,POINT (-36.36825307653292 -8.87755937542735),pe
sao joaquim do monte,pernambuco,-35.8094911721096,-8.4321515,456.457652,POINT (-35.80949117210962 -8.4321515),pe
sao jose da coroa grande,pernambuco,-35.1457070847085,-8.89419513072977,11.121446,POINT (-35.14570708470852 -8.894195130729766),pe
sao jose do belmonte,pernambuco,-38.7594537800097,-7.86174005472195,491.6322,POINT (-38.759453780009686 -7.861740054721948),pe
sao jose do egito,pernambuco,-37.2750721852439,-7.47402518326653,597.671902,POINT (-37.27507218524384 -7.47402518326653),pe
sao lourenco da mata,pernambuco,-35.041277539321,-7.995938,49.365238,POINT (-35.04127753932103 -7.995937999999999),pe
sao vicente ferrer,pernambuco,-35.4901218808857,-7.59221273256537,448.432858,POINT (-35.49012188088574 -7.592212732565365),pe
serra talhada,pernambuco,-38.2963149474727,-7.98799752,436.862022,POINT (-38.29631494747272 -7.9879975199999995),pe
serrita,pernambuco,-39.2926231743621,-7.95434039807981,422.424378,POINT (-39.292623174362134 -7.954340398079808),pe
sertania,pernambuco,-37.2673901012878,-8.07245,561.365665,POINT (-37.26739010128783 -8.07245),pe
sirinhaem,pernambuco,-35.1164053546685,-8.5933695,24.75289,POINT (-35.11640535466846 -8.5933695),pe
moreilandia,pernambuco,-39.5537537310788,-7.62998268812021,498.555716,POINT (-39.553753731078814 -7.629982688120211),pe
solidao,pernambuco,-37.6474702370335,-7.602125684249,592.824478,POINT (-37.647470237033446 -7.602125684248994),pe
surubim,pernambuco,-35.7567841034417,-7.83515705731727,390.410768,POINT (-35.75678410344172 -7.83515705731727),pe
tabira,pernambuco,-37.5402657741875,-7.59113651302262,566.587387,POINT (-37.540265774187475 -7.591136513022615),pe
tacaimbo,pernambuco,-36.2904043048255,-8.31561072482585,577.380869,POINT (-36.29040430482552 -8.315610724825847),pe
tacaratu,pernambuco,-38.1534611596796,-9.10569964429411,525.282957,POINT (-38.15346115967958 -9.105699644294107),pe
tamandare,pernambuco,-35.0906465455374,-8.70468927853919,15.402226,POINT (-35.09064654553737 -8.704689278539185),pe
taquaritinga do norte,pernambuco,-36.0433376713092,-7.90215982578207,771.646104,POINT (-36.0433376713092 -7.902159825782064),pe
terezinha,pernambuco,-36.6214759481747,-9.0577780594961,739.842297,POINT (-36.621475948174684 -9.0577780594961),pe
terra nova,pernambuco,-39.37442183786,-8.2303579786437,358.356591,POINT (-39.37442183786 -8.2303579786437),pe
timbauba,pernambuco,-35.3187721210384,-7.51174567401952,107.426592,POINT (-35.31877212103841 -7.511745674019514),pe
toritama,pernambuco,-36.0568434929956,-8.00665027093915,357.158256,POINT (-36.0568434929956 -8.006650270939144),pe
tracunhaem,pernambuco,-35.2379228139922,-7.80268861266727,127.015916,POINT (-35.23792281399221 -7.802688612667263),pe
trindade,pernambuco,-40.2655906092822,-7.76179462574901,522.109285,POINT (-40.26559060928221 -7.761794625749004),pe
triunfo,pernambuco,-38.1070603447143,-7.83087635877054,1034.833018,POINT (-38.10706034471431 -7.830876358770543),pe
tupanatinga,pernambuco,-37.3402334718006,-8.7515816593182,727.533665,POINT (-37.340233471800616 -8.7515816593182),pe
tuparetama,pernambuco,-37.3111818112638,-7.59875946480799,563.644599,POINT (-37.31118181126378 -7.5987594648079835),pe
venturosa,pernambuco,-36.8783720838699,-8.57652690116664,531.216699,POINT (-36.87837208386985 -8.57652690116664),pe
verdejante,pernambuco,-38.9742826042683,-7.93288370462191,498.212306,POINT (-38.97428260426834 -7.932883704621904),pe
vertente do lerio,pernambuco,-35.8530027396954,-7.77481945530466,481.143306,POINT (-35.85300273969543 -7.774819455304659),pe
vertentes,pernambuco,-35.989305931,-7.90574260349678,403.71843,POINT (-35.98930593099996 -7.9057426034967735),pe
vicencia,pernambuco,-35.320300689316,-7.6529595,116.293655,POINT (-35.32030068931597 -7.6529595),pe
vitoria de santo antao,pernambuco,-35.2938642410814,-8.118748,154.506883,POINT (-35.29386424108138 -8.118748),pe
xexeu,pernambuco,-35.6242353157547,-8.80331340552882,184.322753,POINT (-35.62423531575466 -8.803313405528815),pe
agua branca,alagoas,-37.940715175965,-9.26702549705051,632.664775,POINT (-37.94071517596498 -9.26702549705051),al
anadia,alagoas,-36.3008135714461,-9.68408378505047,133.24711,POINT (-36.30081357144607 -9.684083785050468),al
arapiraca,alagoas,-36.6572965062872,-9.7559070107047,269.11452,POINT (-36.65729650628718 -9.7559070107047),al
atalaia,alagoas,-36.0214273162625,-9.50138674650017,70.112129,POINT (-36.02142731626247 -9.50138674650017),al
barra de santo antonio,alagoas,-35.5002980957816,-9.40927810936494,2.444466,POINT (-35.50029809578162 -9.409278109364939),al
barra de sao miguel,alagoas,-35.9074498726289,-9.83899825174925,8.049104,POINT (-35.90744987262892 -9.838998251749242),al
batalha,alagoas,-37.1270918944836,-9.67459302797037,131.599824,POINT (-37.1270918944836 -9.67459302797037),al
belem,alagoas,-36.4944979894058,-9.56864823133606,319.517024,POINT (-36.49449798940576 -9.56864823133606),al
belo monte,alagoas,-37.2784386581653,-9.82698885476657,20.794128,POINT (-37.27843865816529 -9.826988854766569),al
boca da mata,alagoas,-36.2117249001431,-9.64514456727259,163.849978,POINT (-36.21172490014307 -9.64514456727259),al
branquinha,alagoas,-36.0200335331731,-9.24658310830329,106.550596,POINT (-36.02003353317309 -9.246583108303284),al
cacimbinhas,alagoas,-36.9968696260236,-9.40516275105815,266.439521,POINT (-36.99686962602364 -9.40516275105815),al
cajueiro,alagoas,-36.1563785914086,-9.38966057508941,115.832935,POINT (-36.156378591408554 -9.389660575089406),al
campestre,alagoas,-35.5667177264544,-8.84837535315291,115.510321,POINT (-35.566717726454385 -8.848375353152905),al
campo alegre,alagoas,-36.352434752197,-9.78341603898408,181.0,POINT (-36.352434752197006 -9.783416038984075),al
campo grande,alagoas,-36.7908400521347,-9.95692260332019,179.615352,POINT (-36.790840052134705 -9.956922603320184),al
canapi,alagoas,-37.6056471506351,-9.11738029758643,334.400372,POINT (-37.60564715063508 -9.117380297586429),al
capela,alagoas,-36.0750084923936,-9.4129315555221,75.095885,POINT (-36.07500849239357 -9.412931555522094),al
carneiros,alagoas,-37.3747504206165,-9.48067972087814,336.926648,POINT (-37.374750420616444 -9.48067972087814),al
cha preta,alagoas,-36.2993814518778,-9.26142245940566,420.471856,POINT (-36.29938145187777 -9.261422459405654),al
coite do noia,alagoas,-36.5796842002285,-9.63848727077993,224.261643,POINT (-36.57968420022844 -9.638487270779924),al
colonia leopoldina,alagoas,-35.7197808593936,-8.91268826995015,141.038328,POINT (-35.71978085939362 -8.912688269950149),al
coqueiro seco,alagoas,-35.795363001733,-9.63755427096993,39.658029,POINT (-35.79536300173296 -9.637554270969925),al
coruripe,alagoas,-36.1760783105118,-10.1265472503749,12.209416,POINT (-36.17607831051183 -10.126547250374848),al
craibas,alagoas,-36.7723914019128,-9.61993379738632,239.542134,POINT (-36.77239140191284 -9.61993379738632),al
delmiro gouveia,alagoas,-37.9992334861769,-9.38457444694075,255.919235,POINT (-37.999233486176934 -9.384574446940745),al
dois riachos,alagoas,-37.0898496479493,-9.38567081154627,228.476863,POINT (-37.089849647949336 -9.385670811546266),al
estrela de alagoas,alagoas,-36.7583331109668,-9.38740530657934,314.887513,POINT (-36.75833311096679 -9.387405306579335),al
feira grande,alagoas,-36.6776855005338,-9.90043719889156,218.402492,POINT (-36.67768550053383 -9.900437198891563),al
feliz deserto,alagoas,-36.3071875176995,-10.2923806198663,10.562835,POINT (-36.307187517699475 -10.29238061986625),al
flexeiras,alagoas,-35.7243716385672,-9.27323546004541,79.750224,POINT (-35.724371638567156 -9.27323546004541),al
girau do ponciano,alagoas,-36.8303139029901,-9.8873641521582,237.671323,POINT (-36.830313902990106 -9.887364152158199),al
ibateguara,alagoas,-35.9311844564205,-8.97698521760536,500.413694,POINT (-35.93118445642054 -8.976985217605355),al
igaci,alagoas,-36.62815971645,-9.53368865946465,236.345433,POINT (-36.62815971644996 -9.533688659464644),al
igreja nova,alagoas,-36.653345012518,-10.1292988371728,13.81683,POINT (-36.65334501251796 -10.129298837172751),al
inhapi,alagoas,-37.752636521046,-9.22389877333184,393.412616,POINT (-37.75263652104594 -9.223898773331836),al
jacare dos homens,alagoas,-37.2078334090177,-9.63665882831559,144.251434,POINT (-37.207833409017724 -9.636658828315587),al
jacuipe,alagoas,-35.4609975081236,-8.84030050756405,93.402702,POINT (-35.46099750812358 -8.840300507564045),al
japaratinga,alagoas,-35.2586583540313,-9.08897435434458,17.555628,POINT (-35.25865835403127 -9.088974354344575),al
jaramataia,alagoas,-37.0035959132308,-9.65835193876392,169.10716,POINT (-37.0035959132308 -9.658351938763914),al
jequia da praia,alagoas,-36.0273340429838,-10.0095918935695,45.120325,POINT (-36.027334042983824 -10.009591893569498),al
joaquim gomes,alagoas,-35.749030258912,-9.13597914629409,98.490674,POINT (-35.74903025891195 -9.135979146294085),al
jundia,alagoas,-35.5555972975355,-8.93887675416228,102.926449,POINT (-35.55559729753548 -8.938876754162276),al
junqueiro,alagoas,-36.4715218222232,-9.93161038974245,169.918495,POINT (-36.471521822223195 -9.931610389742449),al
lagoa da canoa,alagoas,-36.7357892600018,-9.83087565650446,279.380589,POINT (-36.735789260001795 -9.83087565650446),al
limoeiro de anadia,alagoas,-36.5038970865,-9.73861316781449,141.112646,POINT (-36.50389708650003 -9.738613167814488),al
maceio,alagoas,-35.7016299134895,-9.66082215163114,11.017791,POINT (-35.701629913489484 -9.66082215163114),al
major isidoro,alagoas,-36.9847996142241,-9.52664406793994,189.759043,POINT (-36.98479961422409 -9.526644067939941),al
maragogi,alagoas,-35.2230154091319,-9.0154564858241,7.936819,POINT (-35.22301540913192 -9.0154564858241),al
maravilha,alagoas,-37.3566354220481,-9.23399706335314,366.391084,POINT (-37.35663542204807 -9.233997063353135),al
marechal deodoro,alagoas,-35.8930686988453,-9.73915570244381,6.707611,POINT (-35.89306869884525 -9.73915570244381),al
maribondo,alagoas,-36.3066028985381,-9.57724995600836,162.22356,POINT (-36.30660289853807 -9.577249956008359),al
mar vermelho,alagoas,-36.3850400240272,-9.44777264348944,550.311133,POINT (-36.38504002402718 -9.447772643489435),al
mata grande,alagoas,-37.7252240648916,-9.11480625764182,686.194338,POINT (-37.72522406489158 -9.114806257641813),al
matriz de camaragibe,alagoas,-35.533554829803,-9.15852582474625,19.251209,POINT (-35.533554829803 -9.158525824746249),al
