cidade,nome_estado,long,lat,alt,geometry,estado
alta floresta d'oeste,rondonia,-61.9998238962936,-11.9355403047646,337.735719,POINT (-61.99982389629356 -11.935540304764551),ro
ariquemes,rondonia,-63.0332692780484,-9.9084628665672,138.688981,POINT (-63.03326927804834 -9.908462866567195),ro
cabixi,rondonia,-60.5443135812009,-13.4997634596963,236.06316,POINT (-60.54431358120085 -13.49976345969625),ro
cacoal,rondonia,-61.4429442118224,-11.4338650286852,177.453547,POINT (-61.4429442118224 -11.43386502868515),ro
cerejeiras,rondonia,-60.8184261646815,-13.1950330320399,262.811307,POINT (-60.81842616468144 -13.195033032039898),ro
colorado do oeste,rondonia,-60.5550674630789,-13.1305638414553,419.090613,POINT (-60.55506746307892 -13.130563841455249),ro
corumbiara,rondonia,-60.9487011706614,-12.9975202364834,269.171178,POINT (-60.948701170661415 -12.9975202364834),ro
costa marques,rondonia,-64.2316539391172,-12.4360138777142,145.213903,POINT (-64.23165393911722 -12.43601387771415),ro
espigao d'oeste,rondonia,-61.0201731132847,-11.5285546333473,262.527225,POINT (-61.02017311328464 -11.528554633347248),ro
guajara-mirim,rondonia,-65.3239518196923,-10.7738837406705,133.414381,POINT (-65.32395181969233 -10.773883740670449),ro
jaru,rondonia,-62.4762307081317,-10.4359487678844,162.551328,POINT (-62.47623070813165 -10.4359487678844),ro
ji-parana,rondonia,-61.9450945826841,-10.882051318349,157.262673,POINT (-61.94509458268412 -10.882051318349),ro
machadinho d'oeste,rondonia,-61.9995925724466,-9.42556248,144.19909,POINT (-61.99959257244659 -9.42556248),ro
nova brasilandia d'oeste,rondonia,-62.308230163019,-11.7213254138559,259.417475,POINT (-62.30823016301895 -11.721325413855848),ro
ouro preto do oeste,rondonia,-62.2610551904363,-10.7235739008135,252.167649,POINT (-62.26105519043625 -10.7235739008135),ro
pimenta bueno,rondonia,-61.183665673642,-11.67753699,186.174033,POINT (-61.18366567364196 -11.67753699),ro
porto velho,rondonia,-63.8314456543611,-8.76889179,86.895415,POINT (-63.83144565436112 -8.768891790000001),ro
presidente medici,rondonia,-61.9094386835298,-11.1732050162268,178.222375,POINT (-61.90943868352974 -11.173205016226747),ro
rio crespo,rondonia,-62.9000103659589,-9.70553670973949,124.322215,POINT (-62.90001036595886 -9.70553670973949),ro
rolim de moura,rondonia,-61.7857809351854,-11.7222589133808,226.711103,POINT (-61.785780935185365 -11.72225891338075),ro
santa luzia d'oeste,rondonia,-61.7733054630545,-11.908423332469,265.234157,POINT (-61.77330546305451 -11.90842333246895),ro
vilhena,rondonia,-60.1385838660987,-12.7413734718029,595.093769,POINT (-60.13858386609869 -12.741373471802898),ro
sao miguel do guapore,rondonia,-62.7200634814364,-11.699489743806,191.082628,POINT (-62.72006348143641 -11.699489743805948),ro
nova mamore,rondonia,-65.3291490231467,-10.4117712947002,150.930604,POINT (-65.32914902314664 -10.41177129470015),ro
alvorada d'oeste,rondonia,-62.2772748656972,-11.3441300234334,182.40013,POINT (-62.277274865697166 -11.3441300234334),ro
alto alegre dos parecis,rondonia,-61.853077168603,-12.1317772245709,396.560544,POINT (-61.853077168602944 -12.1317772245709),ro
alto paraiso,rondonia,-63.3176294334976,-9.71666673807728,128.000112,POINT (-63.317629433497544 -9.716666738077276),ro
buritis,rondonia,-63.8296787917565,-10.2098054072356,153.171166,POINT (-63.829678791756514 -10.209805407235548),ro
novo horizonte do oeste,rondonia,-61.9943876627606,-11.7097429200152,229.511705,POINT (-61.9943876627606 -11.709742920015199),ro
cacaulandia,rondonia,-62.9031899345687,-10.3388728393928,161.056558,POINT (-62.90318993456872 -10.338872839392799),ro
campo novo de rondonia,rondonia,-63.6249914265426,-10.5684164693485,206.148936,POINT (-63.62499142654261 -10.568416469348499),ro
candeias do jamari,rondonia,-63.7000200718298,-8.78502070347748,84.750219,POINT (-63.70002007182978 -8.785020703477475),ro
castanheiras,rondonia,-61.9491611964662,-11.4268422254625,214.995394,POINT (-61.94916119646617 -11.42684222546245),ro
chupinguaia,rondonia,-60.9018477499554,-12.5568407610938,340.299631,POINT (-60.90184774995538 -12.556840761093799),ro
cujubim,rondonia,-62.5871745319209,-9.37819339905712,110.959894,POINT (-62.58717453192093 -9.37819339905712),ro
governador jorge teixeira,rondonia,-62.7404576394632,-10.6120717726075,201.781008,POINT (-62.740457639463166 -10.6120717726075),ro
itapua do oeste,rondonia,-63.1823370165183,-9.19187167532785,98.95108,POINT (-63.18233701651829 -9.191871675327853),ro
ministro andreazza,rondonia,-61.5189219301054,-11.1962379841591,266.291526,POINT (-61.518921930105336 -11.1962379841591),ro
mirante da serra,rondonia,-62.6694270952566,-11.045609289937,211.815643,POINT (-62.66942709525656 -11.045609289937001),ro
monte negro,rondonia,-63.2955591672175,-10.263097755883,155.400337,POINT (-63.29555916721746 -10.263097755882999),ro
nova uniao,rondonia,-62.55508939888,-10.9155320416628,241.493724,POINT (-62.55508939887997 -10.9155320416628),ro
parecis,rondonia,-61.5979979726776,-12.1798270507077,296.282838,POINT (-61.59799797267754 -12.1798270507077),ro
pimenteiras do oeste,rondonia,-61.0443790025384,-13.4765620024615,170.255529,POINT (-61.04437900253843 -13.476562002461499),ro
primavera de rondonia,rondonia,-61.3165462429165,-11.8257069542468,244.567351,POINT (-61.31654624291652 -11.8257069542468),ro
sao felipe d'oeste,rondonia,-61.5125081133327,-11.9143893546886,269.726767,POINT (-61.51250811333272 -11.91438935468855),ro
sao francisco do guapore,rondonia,-63.5708647107649,-12.0637984122334,165.693726,POINT (-63.570864710764894 -12.0637984122334),ro
seringueiras,rondonia,-63.0387609977072,-11.767116635607,185.830878,POINT (-63.03876099770721 -11.767116635607),ro
teixeiropolis,rondonia,-62.2559222539546,-10.9321692860399,191.34936,POINT (-62.25592225395462 -10.932169286039901),ro
theobroma,rondonia,-62.3451455299349,-10.2487305520261,191.598548,POINT (-62.345145529934925 -10.248730552026048),ro
urupa,rondonia,-62.3706324537667,-11.1285452756794,197.170024,POINT (-62.37063245376664 -11.128545275679398),ro
vale do anari,rondonia,-62.1768234421278,-9.85139270806179,157.665353,POINT (-62.17682344212778 -9.85139270806179),ro
vale do paraiso,rondonia,-62.1343903568099,-10.4310526845565,153.994474,POINT (-62.134390356809845 -10.43105268455645),ro
acrelandia,acre,-67.0523165800206,-10.0737938924635,205.894014,POINT (-67.05231658002056 -10.073793892463497),ac
assis brasil,acre,-69.5634591746677,-10.9428656809172,234.866835,POINT (-69.56345917466767 -10.942865680917151),ac
brasileia,acre,-68.7479434259584,-11.0164110190858,188.324139,POINT (-68.74794342595837 -11.016411019085748),ac
bujari,acre,-67.9518592792015,-9.82001962670938,198.174197,POINT (-67.95185927920147 -9.820019626709373),ac
capixaba,acre,-67.6735079719432,-10.5697677087928,212.303309,POINT (-67.67350797194321 -10.569767708792748),ac
cruzeiro do sul,acre,-72.6725313174358,-7.63069000500981,183.079525,POINT (-72.67253131743578 -7.630690005009809),ac
epitaciolandia,acre,-68.7448680666749,-11.0282398279564,206.036126,POINT (-68.7448680666749 -11.02823982795635),ac
feijo,acre,-70.3539836082165,-8.16024753,159.822497,POINT (-70.35398360821652 -8.16024753),ac
jordao,acre,-71.9508751248365,-9.19335785982848,264.977881,POINT (-71.95087512483644 -9.19335785982848),ac
mancio lima,acre,-72.9165010261308,-7.59322259385836,187.065998,POINT (-72.91650102613076 -7.59322259385836),ac
manoel urbano,acre,-69.2599445775075,-8.83631773689166,162.133821,POINT (-69.25994457750748 -8.83631773689166),ac
marechal thaumaturgo,acre,-72.7902659086983,-8.95359112315366,214.910605,POINT (-72.79026590869827 -8.95359112315366),ac
placido de castro,acre,-67.1882600861516,-10.3351332827427,129.189484,POINT (-67.18826008615159 -10.335133282742648),ac
porto walter,acre,-72.7423339648033,-8.26666636282753,201.805961,POINT (-72.74233396480327 -8.266666362827529),ac
rio branco,acre,-67.8105287004235,-9.97829875272498,137.865746,POINT (-67.81052870042349 -9.97829875272498),ac
rodrigues alves,acre,-72.6478549141997,-7.73360203372322,189.585426,POINT (-72.64785491419966 -7.73360203372322),ac
santa rosa do purus,acre,-70.4864968937616,-9.44340653741185,216.72423,POINT (-70.48649689376161 -9.443406537411848),ac
senador guiomard,acre,-67.7431723600051,-10.1481735861989,207.924797,POINT (-67.74317236000506 -10.14817358619885),ac
sena madureira,acre,-68.655684061692,-9.065339505,132.133034,POINT (-68.65568406169201 -9.065339505),ac
tarauaca,acre,-70.7555010628937,-8.15566859176562,172.144466,POINT (-70.75550106289367 -8.15566859176562),ac
xapuri,acre,-68.5062948050463,-10.6520719403355,173.281643,POINT (-68.50629480504628 -10.65207194033545),ac
porto acre,acre,-67.5405900835194,-9.60085823118788,134.322793,POINT (-67.54059008351942 -9.600858231187878),ac
alvaraes,amazonas,-64.8135346775686,-3.21658376906639,46.116014,POINT (-64.81353467756857 -3.2165837690663843),am
amatura,amazonas,-68.2096146409404,-3.36680518750561,73.447708,POINT (-68.20961464094039 -3.3668051875056046),am
anama,amazonas,-61.4059034797501,-3.57637042689027,21.613748,POINT (-61.40590347975009 -3.5763704268902696),am
anori,amazonas,-61.6589553828779,-3.74538558611889,20.346246,POINT (-61.65895538287788 -3.74538558611889),am
apui,amazonas,-59.8856661047188,-7.1978701516076,132.98111,POINT (-59.885666104718794 -7.197870151607594),am
atalaia do norte,amazonas,-70.1879892845226,-4.36615748971603,76.016638,POINT (-70.18798928452259 -4.366157489716031),am
autazes,amazonas,-59.1335670918168,-3.57866364177127,20.491551,POINT (-59.13356709181675 -3.5786636417712647),am
barcelos,amazonas,-62.9256696581026,-0.972801052532191,35.36196,POINT (-62.92566965810259 -0.9728010525321905),am
barreirinha,amazonas,-57.0677504898938,-2.7981498369298,11.234609,POINT (-57.06775048989377 -2.798149836929795),am
benjamin constant,amazonas,-70.0273484332765,-4.37498901860391,69.803811,POINT (-70.02734843327646 -4.374989018603911),am
beruri,amazonas,-61.3715708916659,-3.89451340981806,22.862003,POINT (-61.371570891665854 -3.8945134098180545),am
boa vista do ramos,amazonas,-57.5877073464737,-2.97172653158936,23.018048,POINT (-57.58770734647371 -2.971726531589355),am
boca do acre,amazonas,-67.3995777566805,-8.75124319609379,106.766033,POINT (-67.39957775668051 -8.751243196093785),am
borba,amazonas,-59.5945590194969,-4.39061989147273,29.014905,POINT (-59.59455901949687 -4.390619891472724),am
caapiranga,amazonas,-61.2113341331817,-3.3300933919416,20.16684,POINT (-61.21133413318166 -3.3300933919416),am
canutama,amazonas,-64.3942308189288,-6.52910607582614,52.008963,POINT (-64.3942308189288 -6.529106075826135),am
carauari,amazonas,-66.8966352816837,-4.88166590420413,66.15796,POINT (-66.89663528168367 -4.88166590420413),am
careiro,amazonas,-60.3638098437089,-3.82244727004599,25.175384,POINT (-60.36380984370889 -3.82244727004599),am
careiro da varzea,amazonas,-59.8263140608339,-3.1973965948696,19.228559,POINT (-59.82631406083385 -3.197396594869595),am
coari,amazonas,-63.1421839840562,-4.08421915877588,37.939947,POINT (-63.142183984056146 -4.0842191587758805),am
codajas,amazonas,-62.0634296604883,-3.84304593273892,28.155367,POINT (-62.063429660488275 -3.8430459327389195),am
eirunepe,amazonas,-69.8662902624416,-6.66735256685182,122.174399,POINT (-69.86629026244154 -6.667352566851814),am
envira,amazonas,-70.0304125429825,-7.43981754396838,137.396301,POINT (-70.03041254298246 -7.439817543968379),am
fonte boa,amazonas,-66.0965029898347,-2.51227068454779,58.147019,POINT (-66.0965029898347 -2.5122706845477847),am
guajara,amazonas,-72.5824305383396,-7.5477744148336,182.751246,POINT (-72.58243053833962 -7.547774414833599),am
humaita,amazonas,-63.0266980219283,-7.51222495061139,55.017452,POINT (-63.026698021928304 -7.512224950611385),am
ipixuna,amazonas,-71.6944180603084,-7.05098011443721,156.327962,POINT (-71.69441806030835 -7.050980114437209),am
iranduba,amazonas,-60.1933881661307,-3.2810538776069,43.223118,POINT (-60.19338816613067 -3.2810538776068947),am
itacoatiara,amazonas,-58.4401754367571,-3.14037880391635,21.659418,POINT (-58.44017543675712 -3.1403788039163447),am
itamarati,amazonas,-68.2479174359782,-6.43779934861918,112.652164,POINT (-68.24791743597817 -6.437799348619175),am
itapiranga,amazonas,-58.0345458839662,-2.74184275232884,69.268709,POINT (-58.03454588396619 -2.7418427523288402),am
japura,amazonas,-66.9969034946413,-1.880844858703,69.840525,POINT (-66.99690349464132 -1.8808448587029998),am
jurua,amazonas,-66.0630419255434,-3.47488959889068,64.379174,POINT (-66.0630419255434 -3.47488959889068),am
jutai,amazonas,-66.7713275466878,-2.74464644685786,62.144425,POINT (-66.77132754668781 -2.7446464468578546),am
labrea,amazonas,-64.79477302752,-7.26194655332705,57.507314,POINT (-64.79477302752002 -7.261946553327049),am
manacapuru,amazonas,-60.6205894458706,-3.29827803546755,26.965542,POINT (-60.62058944587061 -3.2982780354675496),am
manaquiri,amazonas,-60.4588813063745,-3.42907966935262,29.481121,POINT (-60.458881306374515 -3.4290796693526198),am
manaus,amazonas,-60.023335181061,-3.13469149120195,34.356331,POINT (-60.02333518106102 -3.134691491201945),am
manicore,amazonas,-61.2992484088508,-5.81320526118813,44.346313,POINT (-61.29924840885076 -5.813205261188131),am
maraa,amazonas,-65.5742837031641,-1.86643687730125,47.135937,POINT (-65.57428370316404 -1.8664368773012499),am
maues,amazonas,-57.7150343867525,-3.38642792621106,24.058942,POINT (-57.71503438675245 -3.386427926211055),am
nhamunda,amazonas,-56.7167699133376,-2.1889837668969,1.0,POINT (-56.71676991333763 -2.1889837668968997),am
nova olinda do norte,amazonas,-59.0930740260433,-3.88759283191138,12.073148,POINT (-59.09307402604326 -3.8875928319113804),am
novo airao,amazonas,-60.948810707829,-2.62343245902763,21.79964,POINT (-60.948810707829 -2.6234324590276246),am
novo aripuana,amazonas,-60.3770456690009,-5.12266931419617,29.063563,POINT (-60.37704566900085 -5.122669314196164),am
parintins,amazonas,-56.7362921451951,-2.62705258583723,17.327756,POINT (-56.736292145195065 -2.627052585837225),am
pauini,amazonas,-67.0020974885282,-7.71404364432219,118.458317,POINT (-67.00209748852815 -7.71404364432219),am
presidente figueiredo,amazonas,-60.0256468344675,-2.058429085233,58.287098,POINT (-60.02564683446745 -2.058429085232999),am
rio preto da eva,amazonas,-59.704738094199,-2.6933015416451,34.737296,POINT (-59.704738094198966 -2.693301541645095),am
santa isabel do rio negro,amazonas,-65.020022639512,-0.416694831881864,34.120877,POINT (-65.02002263951195 -0.4166948318818635),am
santo antonio do ica,amazonas,-67.9464851438841,-3.10748630918151,67.357928,POINT (-67.94648514388405 -3.10748630918151),am
sao gabriel da cachoeira,amazonas,-67.0836428963463,-0.136462788116522,61.510476,POINT (-67.08364289634626 -0.1364627881165215),am
sao paulo de olivenca,amazonas,-68.9448534881358,-3.46650962349132,86.623249,POINT (-68.94485348813578 -3.46650962349132),am
sao sebastiao do uatuma,amazonas,-57.8703463558346,-2.57015257967785,16.938658,POINT (-57.870346355834585 -2.5701525796778495),am
silves,amazonas,-58.2148008608269,-2.83642742966584,64.017729,POINT (-58.21480086082692 -2.8364274296658345),am
tabatinga,amazonas,-69.9462443752272,-4.23188367564665,63.0,POINT (-69.94624437522715 -4.231883675646644),am
tapaua,amazonas,-63.1870948671802,-5.62422351778794,50.653389,POINT (-63.187094867180164 -5.624223517787934),am
tefe,amazonas,-64.7084196633027,-3.34837249394151,46.584182,POINT (-64.70841966330265 -3.348372493941505),am
tonantins,amazonas,-67.7764822806952,-2.86109124983543,66.102264,POINT (-67.77648228069518 -2.8610912498354253),am
uarini,amazonas,-65.1553456401554,-2.9836092426921,42.588237,POINT (-65.15534564015536 -2.9836092426920997),am
urucara,amazonas,-57.7598281745956,-2.53661167184038,17.708774,POINT (-57.759828174595555 -2.53661167184038),am
urucurituba,amazonas,-58.1596410413098,-3.1346331156473,23.07491,POINT (-58.159641041309804 -3.1346331156472997),am
amajari,roraima,-61.4205901726631,3.6521184454459,107.717395,POINT (-61.42059017266304 3.6521184454458955),rr
alto alegre,roraima,-61.3140223901178,2.99382294765484,121.741984,POINT (-61.31402239011779 2.9938229476548353),rr
boa vista,roraima,-60.6705326729651,2.81668191910439,79.828228,POINT (-60.67053267296504 2.81668191910439),rr
bonfim,roraima,-59.8780066289099,3.35028861911032,86.647022,POINT (-59.87800662890992 3.350288619110315),rr
canta,roraima,-60.6020628476112,2.60766639841651,82.9828,POINT (-60.60206284761122 2.6076663984165096),rr
caracarai,roraima,-61.14917687013,1.80387124729759,49.583211,POINT (-61.14917687012998 1.80387124729759),rr
caroebe,roraima,-59.6948100736757,0.872674507186562,128.834768,POINT (-59.694810073675725 0.8726745071865619),rr
iracema,roraima,-61.0522585850197,2.16821476520387,80.642282,POINT (-61.05225858501969 2.16821476520387),rr
mucajai,roraima,-60.9115185306216,2.47977223505342,69.628559,POINT (-60.91151853062163 2.4797722350534173),rr
normandia,roraima,-59.6352062835683,3.88297828530181,102.784875,POINT (-59.63520628356831 3.8829782853018098),rr
pacaraima,roraima,-61.1473063471493,4.47525934021226,912.129909,POINT (-61.147306347149296 4.475259340212254),rr
rorainopolis,roraima,-60.4250604939819,0.937195393597556,83.796679,POINT (-60.42506049398191 0.9371953935975561),rr
sao joao da baliza,roraima,-59.9060443451544,0.947157427466681,121.245643,POINT (-59.906044345154434 0.947157427466681),rr
sao luiz,roraima,-60.0282667741903,1.01811162739126,116.345918,POINT (-60.02826677419024 1.01811162739126),rr
uiramuta,roraima,-60.195716148042,4.58544038754255,605.799563,POINT (-60.195716148042024 4.585440387542548),rr
abaetetuba,para,-48.8844038207231,-1.72346986284591,10.120343,POINT (-48.88440382072304 -1.723469862845905),pa
abel figueiredo,para,-48.3967621257945,-4.9513908955313,192.756651,POINT (-48.39676212579446 -4.951390895531295),pa
acara,para,-48.2004564317501,-1.9634365,7.395031,POINT (-48.20045643175012 -1.9634364999999998),pa
afua,para,-50.3914275892332,-0.159171693779797,3.136401,POINT (-50.39142758923323 -0.1591716937797965),pa
agua azul do norte,para,-50.4852745072531,-6.80494886740538,296.299435,POINT (-50.48527450725313 -6.804948867405375),pa
alenquer,para,-54.7408623501896,-1.951397505,39.131195,POINT (-54.740862350189616 -1.9513975049999999),pa
almeirim,para,-52.5768350868127,-1.52733880276478,18.728788,POINT (-52.57683508681273 -1.5273388027647796),pa
altamira,para,-52.2143763052078,-3.20565951,104.748288,POINT (-52.21437630520782 -3.2056595100000003),pa
anajas,para,-49.945001040544,-0.984451394008702,5.001054,POINT (-49.945001040543985 -0.984451394008702),pa
ananindeua,para,-48.372066654168,-1.36871356826946,26.564442,POINT (-48.37206665416801 -1.368713568269455),pa
anapu,para,-51.2016217984581,-3.47610463506868,56.30874,POINT (-51.20162179845805 -3.4761046350686797),pa
augusto correa,para,-46.6416457856711,-1.02292101,15.987763,POINT (-46.64164578567113 -1.0229210100000001),pa
aurora do para,para,-47.5561746036128,-2.12937601319444,41.368894,POINT (-47.55617460361282 -2.12937601319444),pa
aveiro,para,-55.3307343898178,-3.60559525928393,15.451251,POINT (-55.33073438981782 -3.605595259283929),pa
bagre,para,-50.2219869206135,-1.88980806036172,1.61555,POINT (-50.22198692061344 -1.88980806036172),pa
baiao,para,-49.6727533733253,-2.79196186136136,30.562405,POINT (-49.672753373325264 -2.7919618613613597),pa
bannach,para,-50.4060471215195,-7.3510721924244,401.3302,POINT (-50.406047121519535 -7.3510721924244),pa
barcarena,para,-48.6270728925156,-1.505767005,7.076526,POINT (-48.627072892515585 -1.505767005),pa
belem,para,-48.4878256874876,-1.459845,8.471477,POINT (-48.48782568748754 -1.459845),pa
belterra,para,-54.9426747393262,-2.64902016946856,167.560031,POINT (-54.94267473932617 -2.6490201694685602),pa
benevides,para,-48.2418364505703,-1.361437515,31.61379,POINT (-48.241836450570254 -1.361437515),pa
bom jesus do tocantins,para,-48.5990399590615,-5.04736270432029,172.278567,POINT (-48.59903995906144 -5.047362704320285),pa
bonito,para,-47.3058918168639,-1.36747435687254,54.760633,POINT (-47.305891816863856 -1.367474356872535),pa
braganca,para,-46.765754213664,-1.05352395620564,16.040139,POINT (-46.76575421366402 -1.0535239562056349),pa
brasil novo,para,-52.5434411922788,-3.29780370400837,189.051168,POINT (-52.543441192278834 -3.29780370400837),pa
brejo grande do araguaia,para,-48.4057604223874,-5.70729615383609,221.292832,POINT (-48.40576042238737 -5.707296153836088),pa
breu branco,para,-49.5698796832857,-3.77813541287867,95.475014,POINT (-49.56987968328572 -3.7781354128786697),pa
breves,para,-50.4808947990195,-1.6907365,9.90157,POINT (-50.4808947990195 -1.6907364999999996),pa
bujaru,para,-48.035875014396,-1.51399146230061,17.010542,POINT (-48.03587501439603 -1.513991462300605),pa
cachoeira do piria,para,-46.5473914166255,-1.75289700493124,48.722592,POINT (-46.54739141662548 -1.7528970049312398),pa
cachoeira do arari,para,-48.9606675773871,-1.00878626563928,9.563874,POINT (-48.96066757738708 -1.00878626563928),pa
cameta,para,-49.497830168997,-2.24683848,11.228958,POINT (-49.49783016899697 -2.24683848),pa
canaa dos carajas,para,-49.8489584319153,-6.5321966156294,295.750409,POINT (-49.84895843191532 -6.5321966156294),pa
capanema,para,-47.1751261231344,-1.192441995,27.276528,POINT (-47.17512612313439 -1.192441995),pa
capitao poco,para,-47.0628253774009,-1.74618729323752,64.787476,POINT (-47.06282537740089 -1.7461872932375146),pa
castanhal,para,-47.9266431419442,-1.29575680504525,46.797427,POINT (-47.926643141944226 -1.295756805045245),pa
chaves,para,-49.9893186050714,-0.162437290121912,11.587442,POINT (-49.98931860507135 -0.1624372901219115),pa
colares,para,-48.2887284319494,-0.932091243957739,12.004689,POINT (-48.28872843194944 -0.932091243957739),pa
conceicao do araguaia,para,-49.2645008124957,-8.26486353,180.163212,POINT (-49.264500812495655 -8.264863529999998),pa
concordia do para,para,-47.9498869390047,-1.98452146277275,49.262563,POINT (-47.94988693900473 -1.9845214627727545),pa
cumaru do norte,para,-50.7715783775131,-7.81110653689927,311.596246,POINT (-50.77157837751304 -7.811106536899265),pa
curionopolis,para,-49.6022142249504,-6.09681995220666,210.954188,POINT (-49.6022142249504 -6.09681995220666),pa
curralinho,para,-49.7915228470854,-1.80942341966693,2.481094,POINT (-49.791522847085375 -1.8094234196669299),pa
curua,para,-55.1196786087308,-1.88992870430549,23.287489,POINT (-55.119678608730766 -1.8899287043054847),pa
curuca,para,-47.8512650859352,-0.73249551,16.082956,POINT (-47.85126508593515 -0.73249551),pa
dom eliseu,para,-47.5559148859934,-4.29077772,261.070712,POINT (-47.555914885993424 -4.2907777199999995),pa
eldorado dos carajas,para,-49.3739519421522,-6.10352516107139,138.742621,POINT (-49.3739519421522 -6.103525161071385),
faro,para,-56.745753017307,-2.17297524194977,19.039247,POINT (-56.74575301730695 -2.1729752419497648),pa
floresta do araguaia,para,-49.6975784122373,-7.55870087237008,187.622498,POINT (-49.697578412237284 -7.558700872370074),pa
garrafao do norte,para,-47.0450460172973,-1.93169704310669,45.818804,POINT (-47.04504601729724 -1.9316970431066898),pa
goianesia do para,para,-49.1010449237426,-3.842468,82.583803,POINT (-49.10104492374256 -3.8424679999999993),pa
gurupa,para,-51.6436957233941,-1.404918,16.392511,POINT (-51.64369572339406 -1.404918),pa
igarape-acu,para,-47.6223754920271,-1.124322,42.533392,POINT (-47.62237549202709 -1.1243219999999998),pa
igarape-miri,para,-48.9622994689466,-1.983116,9.283106,POINT (-48.9622994689466 -1.983116),pa
inhangapi,para,-47.9133927465885,-1.42658198091031,3.928414,POINT (-47.913392746588514 -1.42658198091031),pa
ipixuna do para,para,-47.4997175887983,-2.5575285,46.116508,POINT (-47.49971758879828 -2.5575285),pa
irituia,para,-47.4407556128483,-1.771474995,17.251349,POINT (-47.440755612848314 -1.7714749950000002),pa
itaituba,para,-55.9900488572777,-4.26372948,25.058629,POINT (-55.99004885727773 -4.26372948),pa
itupiranga,para,-49.3244258612861,-5.12883702636091,88.561741,POINT (-49.32442586128609 -5.12883702636091),pa
jacareacanga,para,-57.7663398583794,-6.22355173138645,91.910223,POINT (-57.766339858379425 -6.223551731386444),pa
jacunda,para,-49.1127815625675,-4.448405475,117.087267,POINT (-49.11278156256747 -4.448405475),pa
juruti,para,-56.0949976884001,-2.155252995,25.611357,POINT (-56.0949976884001 -2.155252995),pa
limoeiro do ajuru,para,-49.3815339012019,-1.8919485,7.667906,POINT (-49.381533901201905 -1.8919485),pa
mae do rio,para,-47.5522901794773,-2.04770744079076,41.375185,POINT (-47.55229017947734 -2.0477074407907545),pa
magalhaes barata,para,-47.5991818964912,-0.795850156021161,22.995751,POINT (-47.59918189649119 -0.7958501560211606),pa
maraba,para,-49.1420253334067,-5.35260576313025,83.617783,POINT (-49.14202533340668 -5.352605763130249),pa
maracana,para,-47.4552679594076,-0.762419459981231,21.232481,POINT (-47.45526795940759 -0.7624194599812311),pa
marapanim,para,-47.7025487537677,-0.712150996347819,10.012599,POINT (-47.70254875376773 -0.712150996347819),pa
marituba,para,-48.340535877783,-1.3464172655758,14.164564,POINT (-48.340535877783026 -1.3464172655757949),pa
medicilandia,para,-52.8883453507243,-3.44541741218688,128.521265,POINT (-52.888345350724265 -3.4454174121868797),pa
melgaco,para,-50.7174646976964,-1.803446698641,8.899709,POINT (-50.7174646976964 -1.803446698640995),pa
mocajuba,para,-49.5090234612729,-2.58287297327153,14.514668,POINT (-49.50902346127285 -2.58287297327153),pa
moju,para,-48.7671991273719,-1.885889,14.428254,POINT (-48.76719912737186 -1.8858889999999997),pa
monte alegre,para,-54.073374725636,-2.003328,67.366476,POINT (-54.073374725635986 -2.0033279999999998),pa
muana,para,-49.2168324424737,-1.5300262083549,6.205626,POINT (-49.21683244247369 -1.5300262083549045),pa
nova esperanca do piria,para,-46.9620928836736,-2.2676259890313,72.106754,POINT (-46.96209288367358 -2.2676259890312944),pa
nova ipixuna,para,-49.0798869380164,-4.92308630702649,112.806927,POINT (-49.0798869380164 -4.923086307026486),pa
nova timboteua,para,-47.3932022764599,-1.20414364746687,47.717253,POINT (-47.393202276459874 -1.2041436474668648),pa
novo progresso,para,-55.4198701179784,-7.03483591328812,224.205442,POINT (-55.41987011797838 -7.034835913288115),pa
novo repartimento,para,-49.9486382443426,-4.2481485,95.016847,POINT (-49.94863824434261 -4.2481485),pa
obidos,para,-55.5163235097126,-1.90923549588121,29.793842,POINT (-55.516323509712585 -1.9092354958812046),pa
oeiras do para,para,-49.8551061087735,-2.004734,7.081295,POINT (-49.85510610877349 -2.004734),pa
oriximina,para,-55.8627995152359,-1.7637535,43.484541,POINT (-55.86279951523592 -1.7637535),pa
ourem,para,-47.1176193628501,-1.54894714230244,15.406258,POINT (-47.11761936285014 -1.54894714230244),pa
ourilandia do norte,para,-51.0908327746816,-6.74061708637736,322.442251,POINT (-51.090832774681566 -6.740617086377355),pa
pacaja,para,-50.6348408304298,-3.8303057037573,71.0,POINT (-50.63484083042975 -3.8303057037572996),pa
palestina do para,para,-48.3217937261637,-5.74993410622605,123.148483,POINT (-48.321793726163676 -5.74993410622605),pa
paragominas,para,-47.3569615610519,-2.9941905,88.343788,POINT (-47.35696156105185 -2.9941904999999993),pa
parauapebas,para,-49.900780634297,-6.07272988763184,155.338669,POINT (-49.900780634296936 -6.0727298876318345),pa
pau d'arco,para,-50.0482755318998,-7.83679440397357,191.079864,POINT (-50.04827553189979 -7.836794403973565),pa
peixe-boi,para,-47.3179270215591,-1.18956924075654,24.528518,POINT (-47.317927021559136 -1.18956924075654),pa
picarra,para,-48.8684006672187,-6.45367623455792,191.927264,POINT (-48.86840066721865 -6.4536762345579195),pa
placas,para,-54.2169681312654,-3.86731556213536,107.337623,POINT (-54.216968131265375 -3.8673155621353543),pa
ponta de pedras,para,-48.8717855600433,-1.3965999975235,4.199593,POINT (-48.87178556004332 -1.3965999975235),pa
