id_filial,nome_filial,matriz,razao_social,fone,cnpj,status,cidade,estado,filial_franquadora,nome_estado,long,lat,alt,geometry
1138781,BALNEÁRIO CAMBORIÚ (Loja 2),Muniz Auto Center - C.D,BALNERARIO COMERCIO DE PNEUMATICOS LTDA,(47)00000-0000,530.695.900-00175,Ativo,balneario camboriu,sc,0,santa catarina,-48.6346174770265,-26.9918186052546,9.047909,POINT (-48.634617477026524 -26.9918186052546)
200141,BALSAS,Muniz Auto Center - C.D,A E COMERCIO DE PNEUMATICOS LTDA,(44)3045-2501,50.678.746/0001-27,Ativo,balsas,ma,0,maranhao,-46.0389926733405,-7.53116999024552,255.910533,POINT (-46.038992673340516 -7.531169990245514)
822811,BARREIRAS,Muniz Auto Center - C.D,COMERCIO DE PNEUMATICOS TCS BARREIRA LTDA,(77)99865-6082,51.247.080/0001-15,Ativo,barreiras,ba,0,bahia,-45.0041684370285,-12.1449248883906,441.997802,POINT (-45.00416843702851 -12.144924888390598)
589347,BARRETOS,Muniz Auto Center - C.D,COMERCIO DE PNEUMATICOS BARRETOS LTDA,(00)00000-0000,49.538.688/0001-57,Ativo,barretos,sp,0,sao paulo,-48.5673778394551,-20.558455515,537.663597,POINT (-48.56737783945504 -20.558455515)
784111,BAURU,Muniz Auto Center - C.D,L & G - COMERCIO DE PNEUMATICOS LTDA,(00)00000-0000,51.208.145/0001-13,Ativo,bauru,sp,0,sao paulo,-49.0830008670904,-22.3251225,510.088466,POINT (-49.08300086709035 -22.3251225)
291402,BELÉM (Av. Duque de Caxias),Muniz Auto Center - C.D,R G V MOREIRA COMERCIO DE PNEUMATICOS LTDA,(91)3116-5170,45.140.037/0001-53,Ativo,belem,pa,0,para,-48.4878256874876,-1.459845,8.471477,POINT (-48.48782568748754 -1.459845)
931002,BELEM (Mangueirão),Muniz Auto Center - C.D,J L R MOREIRA COMERCIO DE PNEUMATICOS LTDA,(00)00000-0000,48.435.285/0001-10,Ativo,belem,pa,0,para,-48.4878256874876,-1.459845,8.471477,POINT (-48.48782568748754 -1.459845)
301457,BELO HORIZONTE,Muniz Auto Center - C.D,ZAQUINI COMERCIO DE PNEUMATICOS LTDA,(31)3567-0008,45.323.700/0001-55,Ativo,belo horizonte,mg,0,minas gerais,-43.9264531735305,-19.9375242937751,937.528005,POINT (-43.92645317353045 -19.93752429377505)
422989,BENTO GONÇALVES,Muniz Auto Center - C.D,MAINARDES COMERCIO DE PNEUMATICOS LTDA,(54)00000-0000,48027220000135,Ativo,bento goncalves,rs,0,rio grande do sul,-51.5155603063239,-29.1674019331912,629.117207,POINT (-51.515560306323934 -29.1674019331912)
294245,BLUMENAU,Muniz Auto Center - C.D,DAL BERTO COMERCIO DE PNEUMATICOS LTDA,(47)3380-8489,44.679.327/0001-07,Ativo,blumenau,sc,0,santa catarina,-49.0576308843612,-26.9161077053067,23.426259,POINT (-49.05763088436115 -26.91610770530665)
843966,BOTUCATU,Muniz Auto Center - C.D,MUNIZ FRANQUIAS LTDA,(00)00000-0000,28.031.260/0014-68,Ativo,botucatu,sp,0,sao paulo,-48.4412893843504,-22.8883815,818.475551,POINT (-48.44128938435042 -22.8883815)
660316,BRAGANÇA PAULISTA,Muniz Auto Center - C.D,COMERCIO DE PNEUMATICOS BRAGANCA LTDA,(11)2277-1623,50566831000101,Ativo,braganca paulista,sp,0,sao paulo,-46.5423333739798,-22.9568955,865.334635,POINT (-46.54233337397981 -22.9568955)
546083,BRUSQUE,Muniz Auto Center - C.D,COMERCIO DE PNEUMATICOS BRUSQUE LTDA,(43)99608-4166,49478206000110,Ativo,brusque,sc,0,santa catarina,-48.9151630055153,-27.0983102262107,24.649214,POINT (-48.91516300551534 -27.098310226210646)
288922,CAÇADOR,Muniz Auto Center - C.D,M&G COMERCIO DE PNEUMATICOS LTDA,(49)3567-0849,44.908.250/0001-08,Ativo,cacador,sc,0,santa catarina,-51.0190347589981,-26.7753476727182,890.702408,POINT (-51.01903475899805 -26.775347672718148)
150472,CAÇADOR (ANTIGA),Muniz Auto Center - C.D,FOGAÇA & TORRRES COMERCIO DE PEÇAS LTDA,(49)3567-0849,39.980.500/0001-72,Ativo,cacador,sc,0,santa catarina,-51.0190347589981,-26.7753476727182,890.702408,POINT (-51.01903475899805 -26.775347672718148)
262728,CAMBÉ,Muniz Auto Center - C.D,AJ TURCATO COMERCIO DE PNEUMATICOS LTDA,(44)3045-2501,44.337.726/0001-90,Ativo,cambe,pr,0,parana,-51.2777284423314,-23.281632,661.721274,POINT (-51.27772844233136 -23.281632000000002)
904422,CAMPINA GRANDE PB,Muniz Auto Center - C.D,COMERCIO DE PNEUMATICOS CAMPINA GRANDE LTDA,(98)98818-5231,52.084.125/0001-40,Ativo,campina grande,pb,0,paraiba,-35.8838591147815,-7.22149704,540.231518,POINT (-35.88385911478146 -7.22149704)
456640,CAMPO GRANDE,Muniz Auto Center - C.D,MM AUTO CENTER LTDA,(67)3222-1013,48.218.490/0001-23,Ativo,campo grande,ms,0,mato grosso do sul,-54.6157435664588,-20.4580299878639,544.512131,POINT (-54.61574356645883 -20.4580299878639)
1142676,CAMPO LARGO,Muniz Auto Center - C.D,CAMPO LARGO COMERCIO DE PNEUMATICOS LTDA,(44)99996-0006,53.649.036/0001-67,Ativo,campo largo,pr,0,parana,-49.5288414503356,-25.4594905,964.214755,POINT (-49.52884145033559 -25.459490499999998)
224684,CAMPO MOURAO,Muniz Auto Center - C.D,MJ COMERCIO DE PNEUMATICOS LTDA,(44)3017-0554,42406075000117,Ativo,campo mourao,pr,0,parana,-52.3811150855647,-24.0412231967198,597.698781,POINT (-52.38111508556467 -24.041223196719812)
546090,CANAÃ DOS CARAJÁS,Muniz Auto Center - C.D,MUNIZ AUTO CENTER - CANAÃ DOS CARAJÁS,(00)00000-0000,00.000.000/0000-00,Ativo,canaa dos carajas,pa,0,para,-49.8489584319153,-6.5321966156294,295.750409,POINT (-49.84895843191532 -6.5321966156294)
1135700,CARAGUATATUBA,Muniz Auto Center - C.D,VM CARAGUATATUBA COMERCIO LTDA,(19)00000-0000,53321506000169,Ativo,caraguatatuba,sp,0,sao paulo,-45.4108183822498,-23.6220065,3.194618,POINT (-45.41081838224978 -23.622006499999994)
610850,CARAZINHO,Muniz Auto Center - C.D,CARAZINHO COMERCIO DE PNEUMATICOS LTDA,(54)00000-0000,498.698.790-00100,Ativo,carazinho,rs,0,rio grande do sul,-52.7918973881038,-28.2865105908949,588.813874,POINT (-52.791897388103784 -28.2865105908949)
889590,CASA VERDE,Muniz Auto Center - C.D,COMERCIO DE PNEUMATICOS CASA VERDE LTDA,(11)8417-9370,519.083.600-00127,Ativo,sao paulo,sp,0,sao paulo,-46.5703831821127,-23.5673865,783.615127,POINT (-46.57038318211274 -23.567386499999998)
776978,CASCAVEL,Muniz Auto Center - C.D,MUNIZ FRANQUIAS LTDA,(44)9124-6199,280.312.600-01115,Ativo,cascavel,pr,0,parana,-53.4597221819856,-24.9537975,769.52822,POINT (-53.45972218198563 -24.9537975)
353491,CASTRO,Muniz Auto Center - C.D,TEODORO & PASQUINI COMERCIO DE PNEUMATICOS LTDA,(44)9999-8105,46.738.448/0001-08,Ativo,castro,pr,0,parana,-50.0028111277611,-24.7954175,978.941694,POINT (-50.00281112776108 -24.795417499999996)
426091,CAXIAS DO SUL,Muniz Auto Center - C.D,A. M. D. COMERCIO DE PNEUMATICOS LTDA,(54)0000-0000,48209440000180,Ativo,caxias do sul,rs,0,rio grande do sul,-51.178860205883,-29.1668990110621,782.366928,POINT (-51.17886020588301 -29.166899011062096)
240146,C.D (novo),Muniz Auto Center - C.D,MUNIZ COMERCIO ATACADISTA DE PNEUMATICOS LTDA,(44)3045-2501,42087628000116,Ativo,maringa,pr,0,parana,-51.9398818702521,-23.42228,560.092769,POINT (-51.93988187025206 -23.422279999999997)
264259,CHAPECÓ,Muniz Auto Center - C.D,BARRETO & VICTORIO COMERCIO DE PNEUMATICOS LTDA,(49)3304-2883,44.292.393/0001-20,Ativo,chapeco,sc,0,santa catarina,-52.6170311134138,-27.1068370215332,667.79203,POINT (-52.617031113413745 -27.106837021533202)
137089,CIANORTE,Muniz Auto Center - C.D,NW10 COMERCIO DE PRODUTOS AUTOMOTIVOS LTDA,(44)3401-0790,48.795.911/0001-89,Ativo,cianorte,pr,0,parana,-52.6091508905561,-23.6538131528275,544.613472,POINT (-52.60915089055611 -23.6538131528275)
962032,COLOMBO PR,Muniz Auto Center - C.D,MUNIZ AUTO CENTER COLOMBO LTDA,(44)00000-0000,52.437.750/0001-29,Ativo,colombo,pr,0,parana,-49.2274379772727,-25.2943402945361,1015.904081,POINT (-49.2274379772727 -25.29434029453605)
242968,COTIA SP,Muniz Auto Center - C.D,GTAF COMERCIO DE PNEUMATICOS LTDA,(17)00000-0000,43.912.704/0001-43,Ativo,cotia,sp,0,sao paulo,-46.9318463278886,-23.603514,850.248475,POINT (-46.93184632788858 -23.603513999999997)
660335,CUIABÁ,Muniz Auto Center - C.D,COMERCIO DE PNEUMATICOS RM CUIABA LTDA,(65)99609-7515,523.012.690-00101,Ativo,cuiaba,mt,0,mato grosso,-56.0732520381911,-15.5699890131206,242.927031,POINT (-56.07325203819113 -15.569989013120598)
559210,CURITIBA (Av Comendador Franco),Muniz Auto Center - C.D,COMÉRCIO DE PNEUMÁTICOS DAL BERTO LTDA,(41)3353-7464,49.644.443/0001-04,Ativo,curitiba,pr,0,parana,-49.2718478850774,-25.432956,910.893913,POINT (-49.271847885077406 -25.432955999999997)
317239,CURITIBA (Av. Mascarenhas),Muniz Auto Center - C.D,MUNIZ FRANQUIAS LTDA,(44)3045-6902,28.031.260/0001-43,Ativo,curitiba,pr,0,parana,-49.2718478850774,-25.432956,910.893913,POINT (-49.271847885077406 -25.432955999999997)
1142654,CURITIBA (Av. Presidente Kennedy),Muniz Auto Center - C.D,CURITBA DAL BERTO COMERCIO DE PNEUMATICOS LTDA,(41)00000-0000,53.646.827/0001-33,Ativo,curitiba,pr,0,parana,-49.2718478850774,-25.432956,910.893913,POINT (-49.271847885077406 -25.432955999999997)
559219,CURITIBA (Boqueirão),Muniz Auto Center - C.D,COMERCIO DE PNEUMATICOS BOQUEIRAO LTDA,(44)32323-2323,499.495.840-00135,Ativo,curitiba,pr,0,parana,-49.2718478850774,-25.432956,910.893913,POINT (-49.271847885077406 -25.432955999999997)
610805,DIADEMA,Muniz Auto Center - C.D,MUNIZ FRANQUIAS LTDA,(44)00000-0000,28031260000496,Ativo,diadema,sp,0,sao paulo,-46.623381393203,-23.689295,812.837505,POINT (-46.623381393203005 -23.689295)
150438,DOURADOS,Muniz Auto Center - C.D,MA AUTO CENTER LTDA,(67)3411-0199,39.445.087/0001-46,Ativo,dourados,ms,0,mato grosso do sul,-54.8112891228926,-22.2272355368988,444.064306,POINT (-54.81128912289259 -22.227235536898846)
660247,ERECHIM,Muniz Auto Center - C.D,COMERCIO DE PNEUMATICOS ERECHIM LTDA,(54)0000-00000,50.150.172/0001-10,Ativo,erechim,rs,0,rio grande do sul,-52.2758768978871,-27.633405810801,797.448044,POINT (-52.27587689788706 -27.633405810801)
802279,FAZENDA RIO GRANDE,Muniz Auto Center - C.D,COMERCIO DE PNEUMATICOS VPR LTDA,(41)99966-9942,51325935000189,Ativo,fazenda rio grande,pr,0,parana,-49.3232931947119,-25.6414002186938,887.264715,POINT (-49.323293194711894 -25.641400218693796)
224689,FRANCISCO BELTRÃO,Muniz Auto Center - C.D,JS COMERCIO E SERVICOS LTDA,(46)2601-0214,422.897.870-00101,Ativo,francisco beltrao,pr,0,parana,-53.0561357214894,-26.07845,554.012589,POINT (-53.0561357214894 -26.078449999999997)
836393,GOIANIA (Av. Terceira Radial),Muniz Auto Center - C.D,MULT DISTRIBUIDORA LTDA,(62)99668-5745,51.212.291/0002-01,Ativo,goiania,go,0,goias,-49.2558142758158,-16.6733097738389,753.922667,POINT (-49.25581427581575 -16.673309773838945)
638363,GRAVATAI,Muniz Auto Center - C.D,COMERCIO DE PNEUMATICOS GRAVATAI LTDA,(51)99691-2057,501.495.800-00151,Ativo,gravatai,rs,0,rio grande do sul,-50.9907929747741,-29.9455189133363,20.652168,POINT (-50.99079297477405 -29.94551891333625)
499163,GUARAPUAVA,Muniz Auto Center - C.D,BARRETO COMERCIO DE PNEUMATICOS LTDA,(42)3624-0715,48352085000101,Ativo,guarapuava,pr,0,parana,-51.4634310776746,-25.39359198,1110.34937,POINT (-51.46343107767463 -25.393591979999997)
478405,GUARULHOS,Muniz Auto Center - C.D,FCG COMERCIO DE PNEUMATICOS LTDA,(11)2442-7044,48.544.166/0001-03,Ativo,guarulhos,sp,0,sao paulo,-46.5310840856611,-23.468506,776.358062,POINT (-46.53108408566108 -23.468505999999998)
1233094,HORTOLANDIA,Muniz Auto Center - C.D,HORTOLANDIA MH COMERCIO DE PNEUMATICOS LTDA,(44)00000-0000,53.924.503/0001-10,Ativo,hortolandia,sp,0,sao paulo,-47.2210966097575,-22.858395,584.894962,POINT (-47.22109660975751 -22.858394999999998)
853966,IJUI,Muniz Auto Center - C.D,IJUI COMERCIO DE PNEUMATICOS LTDA,(44)00000-0000,51.671.278/0001-21,Ativo,ijui,rs,0,rio grande do sul,-53.918066835708,-28.3885365409849,311.71309,POINT (-53.918066835708004 -28.388536540984898)
333223,INDAIATUBA,Muniz Auto Center - C.D,CAVALCANTI & AGUIAR COMERCIO D PNEUMATICOS LTDA,(44)3123-7850,46228740000180,Ativo,indaiatuba,sp,0,sao paulo,-47.2123089402514,-23.081646,631.626272,POINT (-47.21230894025138 -23.081645999999996)
559160,IRATI,Muniz Auto Center - C.D,AQUARELA COMERCIO DE PECAS PARA VEICULOS LTDA,(44)3423-3423,49540059000161,Ativo,irati,pr,0,parana,-50.6580481227738,-25.4737362989273,824.843015,POINT (-50.65804812277379 -25.4737362989273)
624096,ITAJAI,Muniz Auto Center - C.D,JSS COMERCIO E SERVICOS LTDA,(47)3248-0983,43.475.031/0001-01,Ativo,itajai,sc,0,santa catarina,-48.6570232083488,-26.9074262397995,6.36689,POINT (-48.657023208348825 -26.90742623979945)
292384,ITAPEMA,Muniz Auto Center - C.D,DRB COMERCIO DE PNEUMATICOS LTDA,(47)3430-0329,44.679.334/0001-09,Ativo,itapema,sc,0,santa catarina,-48.6173993861423,-27.0959378836856,5.622171,POINT (-48.61739938614226 -27.095937883685597)
551951,ITAPETININGA,Muniz Auto Center - C.D,ZATE COMÉRCIO DE PRODUTOS PNEUMÁTICOS LTDA,(15)3275-5612,45.094.626/0001-42,Ativo,itapetininga,sp,0,sao paulo,-48.0461428954547,-23.5878725,668.679162,POINT (-48.04614289545468 -23.5878725)
